date,County,area_type,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,population
404,Napa,County,9,9198,0,75,1018,226206,10,9894,8,9173,0,75,139652
405,Napa,County,13,9211,0,75,738,226944,4,9898,7,9180,0,75,139652
406,Napa,County,9,9220,0,75,199,227143,5,9903,10,9190,0,75,139652
407,Napa,County,6,9226,0,75,188,227331,6,9909,4,9194,0,75,139652
408,Napa,County,18,9244,0,75,951,228282,23,9932,2,9196,0,75,139652
409,Napa,County,11,9255,0,75,990,229272,29,9961,13,9209,0,75,139652
410,Napa,County,10,9265,0,75,1116,230388,7,9968,10,9219,1,76,139652
411,Napa,County,15,9280,0,75,888,231276,16,9984,24,9243,1,77,139652
412,Napa,County,9,9289,0,75,655,231931,9,9993,13,9256,0,77,139652
413,Napa,County,12,9301,0,75,215,232146,8,10001,18,9274,0,77,139652
414,Napa,County,8,9309,0,75,172,232318,8,10009,8,9282,0,77,139652
415,Napa,County,20,9329,0,75,1061,233379,18,10027,6,9288,0,77,139652
416,Napa,County,11,9340,0,75,975,234354,18,10045,11,9299,1,78,139652
417,Napa,County,25,9365,0,75,1370,235724,26,10071,11,9310,0,78,139652
418,Napa,County,20,9385,0,75,943,236667,22,10093,11,9321,0,78,139652
419,Napa,County,19,9404,0,75,875,237542,17,10110,28,9349,0,78,139652
420,Napa,County,10,9414,0,75,250,237792,10,10120,11,9360,0,78,139652
421,Napa,County,12,9426,0,75,165,237957,1,10121,8,9368,0,78,139652
422,Napa,County,14,9440,0,75,974,238931,19,10140,11,9379,0,78,139652
423,Napa,County,16,9456,0,75,1140,240071,13,10153,12,9391,0,78,139652
424,Napa,County,15,9471,0,75,616,240687,14,10167,10,9401,0,78,139652
425,Napa,County,18,9489,0,75,840,241527,20,10187,9,9410,0,78,139652
243,Nevada,County,2,560,0,5,237,29358,6,529,3,543,0,6,98710
244,Nevada,County,1,561,0,5,313,29671,2,531,0,543,0,6,98710
245,Nevada,County,3,564,0,5,70,29741,1,532,1,544,0,6,98710
246,Nevada,County,2,566,0,5,49,29790,0,532,3,547,0,6,98710
247,Nevada,County,4,570,1,6,388,30178,7,539,3,550,0,6,98710
248,Nevada,County,3,573,0,6,398,30576,4,543,1,551,0,6,98710
249,Nevada,County,2,575,0,6,378,30954,3,546,1,552,0,6,98710
250,Nevada,County,4,579,0,6,360,31314,3,549,4,556,0,6,98710
251,Nevada,County,3,582,0,6,331,31645,3,552,5,561,0,6,98710
252,Nevada,County,5,587,0,6,103,31748,2,554,3,564,0,6,98710
253,Nevada,County,3,590,0,6,49,31797,0,554,5,569,1,7,98710
254,Nevada,County,2,592,0,6,170,31967,4,558,1,570,0,7,98710
255,Nevada,County,4,596,0,6,449,32416,2,560,2,572,0,7,98710
256,Nevada,County,6,602,0,6,368,32784,3,563,1,573,0,7,98710
257,Nevada,County,2,604,0,6,311,33095,7,570,2,575,1,8,98710
258,Nevada,County,4,608,0,6,311,33406,6,576,4,579,0,8,98710
259,Nevada,County,2,610,0,6,88,33494,0,576,1,580,0,8,98710
260,Nevada,County,1,611,0,6,71,33565,0,576,2,582,0,8,98710
261,Nevada,County,6,617,0,6,309,33874,7,583,8,590,0,8,98710
262,Nevada,County,3,620,1,7,398,34272,2,585,6,596,0,8,98710
263,Nevada,County,9,629,0,7,311,34583,8,593,1,597,0,8,98710
264,Nevada,County,6,635,0,7,260,34843,2,595,3,600,0,8,98710
265,Nevada,County,6,641,0,7,308,35151,4,599,4,604,0,8,98710
266,Nevada,County,3,644,0,7,92,35243,2,601,4,608,0,8,98710
267,Nevada,County,4,648,0,7,65,35308,0,601,8,616,0,8,98710
268,Nevada,County,8,656,0,7,340,35648,8,609,2,618,0,8,98710
269,Nevada,County,7,663,0,7,394,36042,3,612,4,622,0,8,98710
270,Nevada,County,6,669,0,7,345,36387,6,618,7,629,1,9,98710
271,Nevada,County,8,677,0,7,359,36746,9,627,3,632,0,9,98710
272,Nevada,County,7,684,0,7,315,37061,11,638,2,634,0,9,98710
273,Nevada,County,6,690,0,7,73,37134,1,639,10,644,0,9,98710
274,Nevada,County,18,708,0,7,56,37190,1,640,2,646,0,9,98710
275,Nevada,County,16,724,0,7,334,37524,14,654,10,656,0,9,98710
276,Nevada,County,16,740,0,7,428,37952,12,666,14,670,0,9,98710
277,Nevada,County,20,760,0,7,439,38391,16,682,5,675,0,9,98710
278,Nevada,County,19,779,0,7,415,38806,17,699,12,687,0,9,98710
279,Nevada,County,22,801,0,7,376,39182,16,715,5,692,0,9,98710
280,Nevada,County,13,814,0,7,124,39306,7,722,18,710,0,9,98710
281,Nevada,County,16,830,0,7,70,39376,2,724,5,715,0,9,98710
282,Nevada,County,16,846,0,7,509,39885,28,752,14,729,0,9,98710
283,Nevada,County,37,883,0,7,630,40515,27,779,5,734,0,9,98710
284,Nevada,County,16,899,0,7,202,40717,12,791,7,741,0,9,98710
285,Nevada,County,42,941,0,7,566,41283,47,838,39,780,0,9,98710
286,Nevada,County,23,964,0,7,534,41817,24,862,18,798,0,9,98710
287,Nevada,County,19,983,0,7,139,41956,10,872,37,835,0,9,98710
288,Nevada,County,16,999,0,7,99,42055,4,876,24,859,0,9,98710
289,Nevada,County,55,1054,0,7,654,42709,46,922,30,889,0,9,98710
290,Nevada,County,43,1097,0,7,790,43499,46,968,29,918,0,9,98710
291,Nevada,County,41,1138,0,7,693,44192,38,1006,15,933,0,9,98710
292,Nevada,County,39,1177,0,7,670,44862,35,1041,12,945,0,9,98710
293,Nevada,County,41,1218,0,7,604,45466,47,1088,45,990,0,9,98710
294,Nevada,County,18,1236,0,7,148,45614,10,1098,28,1018,0,9,98710
295,Nevada,County,12,1248,0,7,121,45735,6,1104,34,1052,0,9,98710
296,Nevada,County,58,1306,0,7,602,46337,48,1152,35,1087,0,9,98710
297,Nevada,County,89,1395,0,7,541,46878,77,1229,69,1156,0,9,98710
298,Nevada,County,63,1458,0,7,524,47402,46,1275,14,1170,0,9,98710
299,Nevada,County,18,1476,0,7,55,47457,7,1282,14,1184,0,9,98710
300,Nevada,County,46,1522,2,9,438,47895,39,1321,0,1184,0,9,98710
301,Nevada,County,30,1552,3,12,128,48023,15,1336,88,1272,0,9,98710
302,Nevada,County,28,1580,0,12,174,48197,11,1347,39,1311,0,9,98710
303,Nevada,County,81,1661,2,14,695,48892,65,1412,36,1347,0,9,98710
304,Nevada,County,87,1748,1,15,668,49560,90,1502,64,1411,0,9,98710
305,Nevada,County,62,1810,2,17,661,50221,70,1572,19,1430,0,9,98710
306,Nevada,County,62,1872,1,18,598,50819,69,1641,42,1472,1,10,98710
307,Nevada,County,77,1949,2,20,546,51365,62,1703,88,1560,0,10,98710
308,Nevada,County,25,1974,2,22,112,51477,14,1717,82,1642,0,10,98710
309,Nevada,County,14,1988,3,25,96,51573,9,1726,68,1710,0,10,98710
310,Nevada,County,59,2047,2,27,751,52324,73,1799,67,1777,1,11,98710
311,Nevada,County,49,2096,2,29,582,52906,51,1850,32,1809,0,11,98710
312,Nevada,County,54,2150,4,33,657,53563,52,1902,55,1864,-1,10,98710
313,Nevada,County,53,2203,2,35,589,54152,55,1957,55,1919,0,10,98710
314,Nevada,County,37,2240,1,36,475,54627,44,2001,40,1959,0,10,98710
315,Nevada,County,17,2257,1,37,127,54754,9,2010,22,1981,0,10,98710
316,Nevada,County,18,2275,1,38,104,54858,9,2019,49,2030,1,11,98710
317,Nevada,County,51,2326,1,39,600,55458,62,2081,40,2070,0,11,98710
318,Nevada,County,39,2365,2,41,603,56061,45,2126,47,2117,0,11,98710
319,Nevada,County,33,2398,2,43,548,56609,41,2167,32,2149,2,13,98710
320,Nevada,County,36,2434,1,44,555,57164,36,2203,24,2173,0,13,98710
321,Nevada,County,41,2475,0,44,573,57737,45,2248,47,2220,0,13,98710
322,Nevada,County,17,2492,2,46,139,57876,18,2266,40,2260,0,13,98710
323,Nevada,County,22,2514,0,46,119,57995,10,2276,29,2289,0,13,98710
324,Nevada,County,46,2560,1,47,641,58636,39,2315,48,2337,0,13,98710
325,Nevada,County,33,2593,0,47,502,59138,48,2363,30,2367,1,14,98710
326,Nevada,County,27,2620,0,47,452,59590,31,2394,39,2406,1,15,98710
327,Nevada,County,45,2665,0,47,351,59941,23,2417,23,2429,0,15,98710
328,Nevada,County,24,2689,2,49,41,59982,5,2422,29,2458,0,15,98710
329,Nevada,County,26,2715,3,52,99,60081,13,2435,22,2480,0,15,98710
330,Nevada,County,28,2743,0,52,117,60198,8,2443,39,2519,0,15,98710
331,Nevada,County,36,2779,3,55,545,60743,54,2497,13,2532,0,15,98710
332,Nevada,County,47,2826,2,57,532,61275,70,2567,18,2550,0,15,98710
333,Nevada,County,48,2874,0,57,485,61760,47,2614,45,2595,0,15,98710
334,Nevada,County,35,2909,0,57,399,62159,31,2645,24,2619,0,15,98710
335,Nevada,County,23,2932,0,57,83,62242,8,2653,44,2663,0,15,98710
336,Nevada,County,24,2956,0,57,89,62331,8,2661,43,2706,0,15,98710
337,Nevada,County,27,2983,3,60,128,62459,15,2676,36,2742,0,15,98710
338,Nevada,County,59,3042,0,60,602,63061,67,2743,23,2765,0,15,98710
339,Nevada,County,37,3079,2,62,532,63593,42,2785,16,2781,0,15,98710
340,Nevada,County,28,3107,0,62,471,64064,39,2824,24,2805,0,15,98710
341,Nevada,County,20,3127,2,64,441,64505,35,2859,42,2847,2,17,98710
342,Nevada,County,34,3161,1,65,512,65017,34,2893,41,2888,0,17,98710
343,Nevada,County,22,3183,1,66,231,65248,16,2909,44,2932,0,17,98710
344,Nevada,County,22,3205,0,66,100,65348,5,2914,27,2959,0,17,98710
345,Nevada,County,19,3224,0,66,558,65906,34,2948,21,2980,0,17,98710
346,Nevada,County,27,3251,0,66,438,66344,35,2983,34,3014,0,17,98710
347,Nevada,County,28,3279,0,66,444,66788,34,3017,23,3037,0,17,98710
348,Nevada,County,23,3302,0,66,445,67233,26,3043,38,3075,0,17,98710
349,Nevada,County,27,3329,1,67,421,67654,42,3085,24,3099,0,17,98710
350,Nevada,County,13,3342,0,67,232,67886,11,3096,45,3144,0,17,98710
351,Nevada,County,33,3375,0,67,239,68125,17,3113,32,3176,0,17,98710
352,Nevada,County,25,3400,0,67,571,68696,36,3149,23,3199,0,17,98710
353,Nevada,County,38,3438,0,67,496,69192,44,3193,17,3216,1,18,98710
354,Nevada,County,18,3456,0,67,497,69689,26,3219,22,3238,0,18,98710
355,Nevada,County,32,3488,0,67,422,70111,35,3254,36,3274,0,18,98710
356,Nevada,County,29,3517,0,67,440,70551,26,3280,22,3296,0,18,98710
357,Nevada,County,25,3542,0,67,169,70720,23,3303,36,3332,0,18,98710
358,Nevada,County,11,3553,0,67,110,70830,4,3307,17,3349,0,18,98710
359,Nevada,County,42,3595,0,67,629,71459,57,3364,16,3365,0,18,98710
360,Nevada,County,14,3609,1,68,464,71923,29,3393,45,3410,0,18,98710
361,Nevada,County,7,3616,1,69,302,72225,7,3400,21,3431,0,18,98710
362,Nevada,County,22,3638,0,69,339,72564,28,3428,21,3452,1,19,98710
363,Nevada,County,15,3653,0,69,306,72870,19,3447,35,3487,1,20,98710
364,Nevada,County,9,3662,0,69,177,73047,9,3456,12,3499,0,20,98710
365,Nevada,County,19,3681,0,69,137,73184,10,3466,19,3518,0,20,98710
366,Nevada,County,22,3703,0,69,720,73904,39,3505,17,3535,0,20,98710
367,Nevada,County,17,3720,0,69,462,74366,26,3531,13,3548,0,20,98710
368,Nevada,County,15,3735,0,69,356,74722,26,3557,24,3572,15,35,98710
369,Nevada,County,14,3749,0,69,367,75089,16,3573,18,3590,2,37,98710
370,Nevada,County,20,3769,0,69,398,75487,27,3600,17,3607,6,43,98710
371,Nevada,County,3,3772,0,69,133,75620,6,3606,17,3624,0,43,98710
372,Nevada,County,12,3784,0,69,102,75722,6,3612,19,3643,1,44,98710
373,Nevada,County,11,3795,1,70,702,76424,14,3626,28,3671,0,44,98710
374,Nevada,County,12,3807,0,70,407,76831,19,3645,16,3687,0,44,98710
375,Nevada,County,16,3823,0,70,428,77259,7,3652,6,3693,3,47,98710
376,Nevada,County,15,3838,0,70,348,77607,12,3664,27,3720,0,47,98710
377,Nevada,County,16,3854,0,70,398,78005,23,3687,8,3728,0,47,98710
378,Nevada,County,5,3859,0,70,175,78180,6,3693,14,3742,0,47,98710
379,Nevada,County,9,3868,0,70,68,78248,3,3696,19,3761,0,47,98710
380,Nevada,County,16,3884,0,70,400,78648,23,3719,6,3767,0,47,98710
381,Nevada,County,17,3901,0,70,506,79154,18,3737,7,3774,0,47,98710
382,Nevada,County,13,3914,0,70,331,79485,21,3758,48,3822,5,52,98710
383,Nevada,County,19,3933,0,70,309,79794,27,3785,14,3836,14,66,98710
384,Nevada,County,9,3942,0,70,329,80123,13,3798,27,3863,0,66,98710
385,Nevada,County,6,3948,0,70,142,80265,9,3807,24,3887,0,66,98710
386,Nevada,County,10,3958,0,70,99,80364,5,3812,8,3895,0,66,98710
387,Nevada,County,13,3971,0,70,532,80896,18,3830,5,3900,0,66,98710
388,Nevada,County,9,3980,0,70,381,81277,16,3846,12,3912,0,66,98710
389,Nevada,County,8,3988,0,70,390,81667,13,3859,15,3927,0,66,98710
390,Nevada,County,10,3998,0,70,283,81950,11,3870,13,3940,0,66,98710
391,Nevada,County,17,4015,0,70,335,82285,17,3887,12,3952,0,66,98710
392,Nevada,County,11,4026,0,70,142,82427,6,3893,8,3960,0,66,98710
393,Nevada,County,6,4032,0,70,94,82521,3,3896,12,3972,0,66,98710
394,Nevada,County,13,4045,0,70,521,83042,28,3924,7,3979,0,66,98710
395,Nevada,County,19,4064,0,70,429,83471,20,3944,4,3983,0,66,98710
396,Nevada,County,9,4073,0,70,400,83871,13,3957,26,4009,0,66,98710
397,Nevada,County,10,4083,0,70,263,84134,14,3971,11,4020,0,66,98710
398,Nevada,County,10,4093,0,70,380,84514,11,3982,13,4033,0,66,98710
399,Nevada,County,4,4097,0,70,135,84649,5,3987,11,4044,0,66,98710
400,Nevada,County,6,4103,0,70,89,84738,2,3989,8,4052,0,66,98710
401,Nevada,County,14,4117,0,70,565,85303,23,4012,7,4059,0,66,98710
402,Nevada,County,8,4125,0,70,395,85698,7,4019,3,4062,0,66,98710
403,Nevada,County,8,4133,0,70,327,86025,14,4033,12,4074,0,66,98710
404,Nevada,County,4,4137,0,70,338,86363,14,4047,11,4085,0,66,98710
405,Nevada,County,12,4149,0,70,442,86805,16,4063,16,4101,0,66,98710
406,Nevada,County,10,4159,0,70,158,86963,5,4068,10,4111,0,66,98710
407,Nevada,County,7,4166,0,70,102,87065,2,4070,11,4122,0,66,98710
408,Nevada,County,6,4172,0,70,582,87647,19,4089,1,4123,0,66,98710
409,Nevada,County,5,4177,0,70,404,88051,9,4098,9,4132,1,67,98710
410,Nevada,County,9,4186,0,70,430,88481,13,4111,13,4145,7,74,98710
411,Nevada,County,10,4196,0,70,256,88737,7,4118,9,4154,0,74,98710
412,Nevada,County,7,4203,0,70,310,89047,7,4125,2,4156,14,88,98710
413,Nevada,County,11,4214,0,70,208,89255,6,4131,8,4164,1,89,98710
414,Nevada,County,11,4225,0,70,83,89338,3,4134,5,4169,0,89,98710
415,Nevada,County,13,4238,0,70,550,89888,13,4147,5,4174,0,89,98710
416,Nevada,County,10,4248,0,70,558,90446,16,4163,5,4179,0,89,98710
417,Nevada,County,19,4267,0,70,401,90847,18,4181,12,4191,-4,85,98710
418,Nevada,County,14,4281,0,70,340,91187,10,4191,11,4202,-1,84,98710
419,Nevada,County,18,4299,0,70,306,91493,20,4211,20,4222,-1,83,98710
420,Nevada,County,20,4319,0,70,155,91648,19,4230,9,4231,-15,68,98710
421,Nevada,County,10,4329,0,70,84,91732,5,4235,8,4239,0,68,98710
422,Nevada,County,14,4343,0,70,478,92210,22,4257,19,4258,0,68,98710
423,Nevada,County,7,4350,0,70,384,92594,13,4270,8,4266,0,68,98710
424,Nevada,County,12,4362,1,71,276,92870,12,4282,17,4283,0,68,98710
425,Nevada,County,6,4368,0,71,258,93128,17,4299,5,4288,0,68,98710
243,Orange,County,192,56064,13,1425,6711,907609,257,66469,172,53088,6,1257,3228519
244,Orange,County,165,56229,6,1431,7297,914906,249,66718,211,53299,5,1262,3228519
245,Orange,County,131,56360,6,1437,3577,918483,140,66858,274,53573,6,1268,3228519
246,Orange,County,117,56477,8,1445,2743,921226,107,66965,393,53966,2,1270,3228519
247,Orange,County,236,56713,8,1453,9512,930738,257,67222,137,54103,1,1271,3228519
248,Orange,County,214,56927,3,1456,11706,942444,271,67493,100,54203,2,1273,3228519
249,Orange,County,215,57142,4,1460,10056,952500,269,67762,129,54332,4,1277,3228519
250,Orange,County,219,57361,6,1466,8579,961079,314,68076,191,54523,16,1293,3228519
251,Orange,County,194,57555,6,1472,8234,969313,254,68330,223,54746,12,1305,3228519
252,Orange,County,169,57724,2,1474,4344,973657,183,68513,219,54965,19,1324,3228519
253,Orange,County,121,57845,4,1478,2985,976642,113,68626,237,55202,2,1326,3228519
254,Orange,County,229,58074,5,1483,10015,986657,287,68913,171,55373,0,1326,3228519
255,Orange,County,230,58304,0,1483,11609,998266,316,69229,142,55515,0,1326,3228519
256,Orange,County,212,58516,5,1488,10609,1008875,263,69492,241,55756,22,1348,3228519
257,Orange,County,211,58727,3,1491,8550,1017425,296,69788,196,55952,31,1379,3228519
258,Orange,County,216,58943,1,1492,7958,1025383,288,70076,139,56091,9,1388,3228519
259,Orange,County,176,59119,2,1494,3991,1029374,187,70263,106,56197,8,1396,3228519
260,Orange,County,140,59259,1,1495,3180,1032554,138,70401,197,56394,0,1396,3228519
261,Orange,County,299,59558,3,1498,10824,1043378,339,70740,258,56652,0,1396,3228519
262,Orange,County,285,59843,3,1501,11456,1054834,309,71049,262,56914,1,1397,3228519
263,Orange,County,264,60107,4,1505,10392,1065226,355,71404,275,57189,12,1409,3228519
264,Orange,County,212,60319,6,1511,9214,1074440,319,71723,229,57418,13,1422,3228519
265,Orange,County,214,60533,3,1514,8391,1082831,304,72027,177,57595,8,1430,3228519
266,Orange,County,171,60704,8,1522,3968,1086799,189,72216,333,57928,11,1441,3228519
267,Orange,County,153,60857,4,1526,3162,1089961,144,72360,257,58185,2,1443,3228519
268,Orange,County,289,61146,0,1526,9862,1099823,307,72667,192,58377,-1,1442,3228519
269,Orange,County,203,61349,3,1529,10117,1109940,244,72911,173,58550,6,1448,3228519
270,Orange,County,270,61619,2,1531,11530,1121470,346,73257,251,58801,11,1459,3228519
271,Orange,County,263,61882,3,1534,9584,1131054,333,73590,245,59046,5,1464,3228519
272,Orange,County,268,62150,3,1537,8833,1139887,289,73879,288,59334,5,1469,3228519
273,Orange,County,241,62391,4,1541,4338,1144225,224,74103,154,59488,4,1473,3228519
274,Orange,County,259,62650,3,1544,3394,1147619,163,74266,245,59733,2,1475,3228519
275,Orange,County,402,63052,3,1547,11618,1159237,436,74702,263,59996,-1,1474,3228519
276,Orange,County,403,63455,1,1548,13433,1172670,445,75147,287,60283,3,1477,3228519
277,Orange,County,428,63883,4,1552,11798,1184468,503,75650,180,60463,6,1483,3228519
278,Orange,County,433,64316,2,1554,10629,1195097,551,76201,277,60740,1,1484,3228519
279,Orange,County,446,64762,3,1557,10267,1205364,507,76708,309,61049,10,1494,3228519
280,Orange,County,303,65065,0,1557,4724,1210088,258,76966,989,62038,11,1505,3228519
281,Orange,County,286,65351,3,1560,3954,1214042,224,77190,-4,62034,-4,1501,3228519
282,Orange,County,587,65938,5,1565,13948,1227990,619,77809,301,62335,0,1501,3228519
283,Orange,County,640,66578,6,1571,15027,1243017,630,78439,262,62597,3,1504,3228519
284,Orange,County,549,67127,5,1576,10124,1253141,514,78953,332,62929,2,1506,3228519
285,Orange,County,637,67764,5,1581,12196,1265337,759,79712,303,63232,8,1514,3228519
286,Orange,County,745,68509,2,1583,12243,1277580,792,80504,572,63804,0,1514,3228519
287,Orange,County,600,69109,6,1589,6514,1284094,584,81088,536,64340,3,1517,3228519
288,Orange,County,620,69729,12,1601,4943,1289037,473,81561,668,65008,2,1519,3228519
289,Orange,County,1039,70768,5,1606,16079,1305116,1113,82674,388,65396,0,1519,3228519
290,Orange,County,1096,71864,9,1615,17903,1323019,1248,83922,361,65757,0,1519,3228519
291,Orange,County,1147,73011,7,1622,18086,1341105,1248,85170,624,66381,2,1521,3228519
292,Orange,County,1093,74104,8,1630,16730,1357835,1319,86489,617,66998,9,1530,3228519
293,Orange,County,1263,75367,5,1635,16643,1374478,1403,87892,1214,68212,2,1532,3228519
294,Orange,County,831,76198,4,1639,9303,1383781,844,88736,809,69021,11,1543,3228519
295,Orange,County,803,77001,4,1643,6697,1390478,762,89498,892,69913,3,1546,3228519
296,Orange,County,1410,78411,3,1646,20183,1410661,1526,91024,1161,71074,0,1546,3228519
297,Orange,County,1402,79813,5,1651,21229,1431890,1740,92764,901,71975,1,1547,3228519
298,Orange,County,1442,81255,9,1660,16647,1448537,1700,94464,1039,73014,4,1551,3228519
299,Orange,County,752,82007,10,1670,2948,1451485,430,94894,1250,74264,12,1563,3228519
300,Orange,County,1360,83367,6,1676,9361,1460846,1294,96188,887,75151,5,1568,3228519
301,Orange,County,1286,84653,12,1688,9184,1470030,1342,97530,1731,76882,0,1568,3228519
302,Orange,County,1096,85749,15,1703,6579,1476609,997,98527,1175,78057,-1,1567,3228519
303,Orange,County,2019,87768,14,1717,21260,1497869,2398,100925,654,78711,1,1568,3228519
304,Orange,County,2107,89875,8,1725,22552,1520421,2302,103227,757,79468,-1,1567,3228519
305,Orange,County,2094,91969,6,1731,21021,1541442,2465,105692,1578,81046,2,1569,3228519
306,Orange,County,2192,94161,15,1746,20636,1562078,2760,108452,1141,82187,22,1591,3228519
307,Orange,County,2514,96675,9,1755,20181,1582259,2876,111328,1551,83738,6,1597,3228519
308,Orange,County,1917,98592,11,1766,11374,1593633,2030,113358,1997,85735,15,1612,3228519
309,Orange,County,1458,100050,10,1776,6967,1600600,1220,114578,2002,87737,15,1627,3228519
310,Orange,County,3059,103109,22,1798,24187,1624787,3375,117953,2056,89793,1,1628,3228519
311,Orange,County,3258,106367,16,1814,26634,1651421,3638,121591,1613,91406,1,1629,3228519
312,Orange,County,3207,109574,16,1830,25899,1677320,3809,125400,2357,93763,0,1629,3228519
313,Orange,County,3084,112658,20,1850,22001,1699321,3380,128780,1534,95297,22,1651,3228519
314,Orange,County,3084,115742,22,1872,22424,1721745,3411,132191,3060,98357,5,1656,3228519
315,Orange,County,2299,118041,15,1887,12495,1734240,2265,134456,2111,100468,18,1674,3228519
316,Orange,County,1872,119913,31,1918,8185,1742425,1665,136121,4300,104768,14,1688,3228519
317,Orange,County,3913,123826,31,1949,27352,1769777,4391,140512,3834,108602,0,1688,3228519
318,Orange,County,3874,127700,24,1973,28440,1798217,4811,145323,4291,112893,1,1689,3228519
319,Orange,County,3653,131353,32,2005,27118,1825335,4534,149857,2367,115260,23,1712,3228519
320,Orange,County,3464,134817,36,2041,28458,1853793,4596,154453,3107,118367,13,1725,3228519
321,Orange,County,3367,138184,33,2074,25201,1878994,4013,158466,3314,121681,0,1725,3228519
322,Orange,County,2429,140613,32,2106,16047,1895041,2713,161179,3893,125574,8,1733,3228519
323,Orange,County,1916,142529,29,2135,8485,1903526,1588,162767,3206,128780,30,1763,3228519
324,Orange,County,3488,146017,42,2177,28572,1932098,4264,167031,1664,130444,9,1772,3228519
325,Orange,County,3401,149418,48,2225,28917,1961015,4428,171459,4406,134850,2,1774,3228519
326,Orange,County,3336,152754,40,2265,26755,1987770,4345,175804,3200,138050,-3,1771,3228519
327,Orange,County,2443,155197,50,2315,14133,2001903,2541,178345,3155,141205,4,1775,3228519
328,Orange,County,1477,156674,58,2373,3339,2005242,843,179188,3337,144542,39,1814,3228519
329,Orange,County,2678,159352,49,2422,12144,2017386,2728,181916,2762,147304,24,1838,3228519
330,Orange,County,2194,161546,40,2462,7831,2025217,1740,183656,1972,149276,1,1839,3228519
331,Orange,County,4386,165932,52,2514,27700,2052917,5221,188877,2813,152089,0,1839,3228519
332,Orange,County,4103,170035,55,2569,30092,2083009,5710,194587,2322,154411,0,1839,3228519
333,Orange,County,3790,173825,62,2631,28736,2111745,5261,199848,-460,153951,24,1863,3228519
334,Orange,County,2657,176482,63,2694,17538,2129283,3146,202994,7635,161586,3,1866,3228519
335,Orange,County,1879,178361,54,2748,4983,2134266,1104,204098,3854,165440,27,1893,3228519
336,Orange,County,2786,181147,69,2817,15997,2150263,3298,207396,3017,168457,25,1918,3228519
337,Orange,County,2182,183329,68,2885,9594,2159857,1932,209328,1424,169881,1,1919,3228519
338,Orange,County,4173,187502,60,2945,33406,2193263,5136,214464,2577,172458,-1,1918,3228519
339,Orange,County,3882,191384,69,3014,32457,2225720,5433,219897,2411,174869,0,1918,3228519
340,Orange,County,3639,195023,61,3075,29263,2254983,4826,224723,2817,177686,17,1935,3228519
341,Orange,County,3446,198469,61,3136,28347,2283330,4703,229426,4236,181922,39,1974,3228519
342,Orange,County,2833,201302,49,3185,24350,2307680,3828,233254,4686,186608,17,1991,3228519
343,Orange,County,1991,203293,46,3231,12628,2320308,2220,235474,4396,191004,43,2034,3228519
344,Orange,County,1498,204791,60,3291,8021,2328329,1360,236834,2762,193766,70,2104,3228519
345,Orange,County,2752,207543,55,3346,30870,2359199,3710,240544,2574,196340,9,2113,3228519
346,Orange,County,2564,210107,55,3401,31752,2390951,3998,244542,1920,198260,29,2142,3228519
347,Orange,County,2288,212395,50,3451,26681,2417632,3229,247771,2898,201158,30,2172,3228519
348,Orange,County,2077,214472,48,3499,25756,2443388,3101,250872,3284,204442,-10,2162,3228519
349,Orange,County,1919,216391,57,3556,22650,2466038,2590,253462,2687,207129,92,2254,3228519
350,Orange,County,1363,217754,56,3612,10518,2476556,1599,255061,2982,210111,58,2312,3228519
351,Orange,County,1035,218789,55,3667,6644,2483200,989,256050,2278,212389,47,2359,3228519
352,Orange,County,1996,220785,51,3718,23832,2507032,2578,258628,1477,213866,46,2405,3228519
353,Orange,County,1909,222694,56,3774,25784,2532816,2670,261298,1378,215244,63,2468,3228519
354,Orange,County,1737,224431,54,3828,24092,2556908,2483,263781,1649,216893,32,2500,3228519
355,Orange,County,1537,225968,59,3887,24329,2581237,2498,266279,1974,218867,40,2540,3228519
356,Orange,County,1376,227344,47,3934,21165,2602402,2229,268508,1517,220384,2,2542,3228519
357,Orange,County,947,228291,37,3971,9775,2612177,1282,269790,1338,221722,76,2618,3228519
358,Orange,County,767,229058,40,4011,5329,2617506,759,270549,2131,223853,14,2632,3228519
359,Orange,County,1428,230486,27,4038,22887,2640393,2019,272568,1252,225105,64,2696,3228519
360,Orange,County,1201,231687,44,4082,23243,2663636,1967,274535,882,225987,64,2760,3228519
361,Orange,County,1128,232815,42,4124,20155,2683791,1790,276325,1123,227110,72,2832,3228519
362,Orange,County,1122,233937,36,4160,20912,2704703,1760,278085,1526,228636,28,2860,3228519
363,Orange,County,977,234914,45,4205,17784,2722487,1472,279557,1281,229917,107,2967,3228519
364,Orange,County,680,235594,42,4247,8225,2730712,1015,280572,1441,231358,46,3013,3228519
365,Orange,County,544,236138,30,4277,5541,2736253,601,281173,989,232347,40,3053,3228519
366,Orange,County,1014,237152,39,4316,20618,2756871,1489,282662,808,233155,47,3100,3228519
367,Orange,County,909,238061,41,4357,20123,2776994,1468,284130,628,233783,52,3152,3228519
368,Orange,County,797,238858,32,4389,17429,2794423,1298,285428,955,234738,37,3189,3228519
369,Orange,County,743,239601,34,4423,17992,2812415,1262,286690,939,235677,49,3238,3228519
370,Orange,County,642,240243,30,4453,14506,2826921,1122,287812,658,236335,22,3260,3228519
